epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.949357,4.636623,0.000000,4.88
2,4.517406,4.436431,0.000000,4.50
3,4.406714,4.377937,0.003000,4.49
4,4.361735,4.341500,0.006250,4.49
5,4.338866,4.325093,0.005750,4.48
6,4.327411,4.314271,0.008500,4.49
7,4.318686,4.305146,0.019750,4.49
8,4.310754,4.297630,0.023000,4.48
9,4.304709,4.291841,0.020250,4.49
10,4.300010,4.286416,0.024000,4.48
11,4.296383,4.284591,0.023000,4.48
12,4.293311,4.280593,0.024500,4.49
13,4.291035,4.279392,0.021500,4.48
14,4.288928,4.277344,0.028000,4.48
15,4.287257,4.274066,0.036000,4.48
16,4.285278,4.271667,0.039750,4.48
17,4.283641,4.268739,0.052000,4.48
18,4.281906,4.266379,0.067000,4.48
19,4.279779,4.263665,0.076250,4.48
20,4.277776,4.262122,0.079500,4.48
21,4.277233,4.260800,0.093500,4.48
22,4.276137,4.260492,0.080250,4.48
23,4.275241,4.259338,0.102750,4.47
24,4.274291,4.258155,0.108000,4.48
25,4.273657,4.257884,0.112500,4.47
26,4.272554,4.257404,0.114500,4.48
27,4.272119,4.256343,0.122750,4.48
28,4.271766,4.255578,0.129500,4.48
29,4.271003,4.255313,0.121500,4.48
30,4.270048,4.255034,0.138500,4.48
