layer,head_0,head_1,head_2,head_3,head_4,head_5
0,0.32614582777023315,0.3350012004375458,0.32579129934310913,0.3369584381580353,0.34226757287979126,0.3282075822353363
1,0.33846282958984375,0.333143025636673,0.3550606071949005,0.38274914026260376,0.35926541686058044,0.45738694071769714
2,0.3500596880912781,0.34925246238708496,0.4261553883552551,0.35845446586608887,0.3429946303367615,0.4332348704338074
3,0.3744984567165375,0.3318411111831665,0.370909184217453,0.561587393283844,0.3364684283733368,0.35655176639556885
4,0.3289976716041565,0.32682546973228455,0.3341192901134491,0.3350454270839691,0.3452790677547455,0.3379720449447632
5,0.3299800157546997,0.34449729323387146,0.370036780834198,0.3242095708847046,0.3381713926792145,0.33937713503837585
