epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.601716,4.360187,0.027000,5.02
2,4.338262,4.293487,0.081000,4.57
3,4.294793,4.263804,0.097000,4.55
4,4.276083,4.252104,0.159500,4.55
5,4.267081,4.243347,0.172500,4.55
6,4.259506,4.235470,0.211500,4.55
7,4.253864,4.231572,0.227000,4.56
8,4.249887,4.227498,0.227500,4.55
9,4.246765,4.223984,0.225500,4.54
10,4.244148,4.222246,0.232000,4.54
11,4.241948,4.220550,0.261000,4.55
12,4.240343,4.218830,0.299000,4.54
13,4.238471,4.216410,0.306000,4.63
14,4.236847,4.216053,0.340500,4.55
15,4.235815,4.214607,0.308000,4.59
16,4.234826,4.213977,0.349000,4.55
17,4.233626,4.212890,0.366000,4.53
18,4.232893,4.211870,0.370000,4.52
19,4.231637,4.210755,0.401500,4.56
20,4.231037,4.210441,0.408500,4.67
21,4.230079,4.209706,0.405500,4.56
22,4.229318,4.209304,0.410000,4.54
23,4.228699,4.207455,0.449000,4.54
24,4.228510,4.207404,0.466500,4.55
25,4.227560,4.206775,0.437500,4.62
26,4.227231,4.206347,0.470000,4.57
27,4.226450,4.205854,0.495000,4.56
28,4.225939,4.206102,0.470000,4.59
29,4.225416,4.204815,0.502500,4.58
30,4.224957,4.203905,0.508500,4.55
