epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.194481,4.121274,0.465500,5.48
2,4.118363,4.114107,0.491750,4.56
3,4.114006,4.111540,0.501750,4.55
4,4.111664,4.111020,0.513750,4.55
5,4.109459,4.107379,0.510250,4.54
6,4.107593,4.106843,0.513750,4.55
7,4.106189,4.105634,0.511750,4.55
8,4.105491,4.106143,0.514000,4.54
9,4.104712,4.105567,0.511250,4.55
10,4.104274,4.105237,0.513500,4.54
11,4.103702,4.104446,0.516750,4.54
12,4.103309,4.104349,0.511750,4.54
13,4.102925,4.103449,0.514000,4.55
14,4.102762,4.103196,0.512750,4.55
15,4.102432,4.103661,0.510750,4.54
16,4.102297,4.103153,0.513750,4.54
17,4.101968,4.103380,0.513750,4.54
18,4.101701,4.103314,0.512750,4.55
19,4.101606,4.104135,0.518000,4.54
20,4.101490,4.102883,0.517000,4.54
21,4.101313,4.103037,0.519000,4.54
22,4.101081,4.102546,0.516000,4.54
23,4.101044,4.102429,0.513500,4.54
24,4.100754,4.102674,0.516000,4.53
25,4.100703,4.103030,0.520500,4.54
26,4.100518,4.102415,0.517500,4.54
27,4.100470,4.103179,0.518750,4.54
28,4.100438,4.103055,0.518500,4.54
29,4.100292,4.102902,0.518500,4.54
30,4.100148,4.102958,0.520750,4.54
