layer,head_0,head_1,head_2,head_3,head_4,head_5
0,2.0178983211517334,2.0503032207489014,1.6546568870544434,2.0786216259002686,6.192180156707764,5.586044788360596
1,6.626251697540283,6.626290321350098,6.6261115074157715,6.626008033752441,6.626197338104248,6.626199245452881
2,6.6259260177612305,6.626303195953369,6.626166820526123,6.6262993812561035,6.6261982917785645,6.626309871673584
3,6.626086711883545,6.626147270202637,6.626102447509766,6.626189708709717,6.626097202301025,6.625943183898926
4,6.625793933868408,6.626263618469238,6.626149654388428,6.6263108253479,6.625788688659668,6.626279354095459
5,6.626199245452881,6.6258978843688965,6.626287937164307,6.626124858856201,6.626258373260498,6.6263298988342285
