epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.247794,4.228680,0.051500,169.71
2,4.218723,4.225290,0.054500,169.39
3,4.216846,4.224725,0.036000,169.38
4,4.215087,4.222772,0.071000,169.46
5,4.215378,4.226921,0.085000,169.42
6,4.214566,4.224998,0.075500,169.48
7,4.213562,4.223213,0.070000,169.42
8,4.213388,4.222276,0.064000,169.42
9,4.214990,4.222433,0.086500,169.39
10,4.213573,4.219863,0.066000,169.39
11,4.212409,4.222279,0.084000,169.45
12,4.211438,4.220760,0.113000,169.42
13,4.212200,4.223361,0.120000,169.42
14,4.212316,4.222064,0.100000,169.45
15,4.212028,4.220544,0.103500,169.49
16,4.210283,4.219109,0.117000,169.47
17,4.210559,4.218706,0.111500,169.41
18,4.210409,4.219346,0.089000,169.44
19,4.210648,4.219514,0.079500,169.41
20,4.212282,4.227892,0.099500,169.46
21,4.211677,4.220260,0.081500,169.44
22,4.210361,4.218708,0.088000,169.39
23,4.209684,4.219724,0.077500,169.46
24,4.210659,4.220325,0.093500,169.44
25,4.210279,4.220529,0.094500,169.44
26,4.210506,4.219568,0.106000,169.44
27,4.209583,4.217582,0.086000,169.44
28,4.208873,4.219158,0.104000,169.42
29,4.208579,4.219088,0.091500,169.40
30,4.208598,4.219081,0.104000,169.43
