epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.850509,4.860572,0.000000,1037.35
2,4.848628,4.846134,1.000000,1036.48
3,4.850137,4.852980,1.000000,1036.25
4,4.853290,4.854406,1.000000,1036.30
5,4.860332,4.862529,1.000000,1036.79
6,4.863599,4.861149,1.000000,1036.19
7,4.876167,4.946512,1.000000,1036.40
8,4.889674,4.910540,1.000000,1036.24
9,4.896161,4.925652,1.000000,1036.79
10,4.948429,4.951924,1.000000,1036.03
11,4.955407,4.855444,1.000000,1036.85
12,5.082893,4.907295,1.000000,1036.63
13,5.213099,5.352848,1.000000,1035.93
