epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.225734,4.210322,0.394000,42.54
2,4.199876,4.205906,0.742000,40.15
3,4.196042,4.204472,0.838000,40.15
4,4.194166,4.203157,0.949500,40.14
5,4.192988,4.202278,0.940500,40.12
6,4.192049,4.201900,0.973500,40.10
7,4.191641,4.201299,0.986500,40.10
8,4.191329,4.201704,0.988000,40.15
9,4.190851,4.201709,0.995000,40.12
10,4.190553,4.200715,0.995000,40.15
11,4.190019,4.201128,0.986500,40.12
12,4.189790,4.200545,0.989500,40.11
13,4.189654,4.200858,0.998500,40.15
14,4.189264,4.200610,0.994500,40.18
15,4.189725,4.201050,0.998500,40.22
16,4.188915,4.200729,0.984000,40.21
17,4.188934,4.200725,0.999500,40.20
18,4.189133,4.200298,0.996500,40.17
19,4.189149,4.200492,1.000000,40.14
20,4.188946,4.201856,1.000000,40.16
21,4.188302,4.201010,1.000000,40.21
22,4.188828,4.201035,0.999000,40.24
23,4.188539,4.201744,0.994000,40.22
24,4.189119,4.201211,0.999000,40.24
25,4.188926,4.201768,1.000000,40.22
26,4.189240,4.202074,0.987500,40.21
27,4.189373,4.202362,0.997000,40.24
28,4.189218,4.201583,0.996000,40.24
29,4.188565,4.201804,0.998500,40.24
30,4.189268,4.202781,0.999500,40.21
