epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.240945,4.124705,0.932000,5.92
2,4.114952,4.109149,0.942500,5.54
3,4.101245,4.100724,0.964500,5.55
4,4.094558,4.102238,0.973000,5.54
5,4.089383,4.101939,0.973000,5.54
6,4.087253,4.092315,0.966500,5.53
7,4.084820,4.100406,0.956500,5.53
8,4.084522,4.097541,0.972000,5.54
9,4.084620,4.090846,0.968500,5.52
10,4.083339,4.095803,0.945500,5.54
11,4.083215,4.086982,0.972500,5.54
12,4.082692,4.090789,0.949000,5.52
13,4.080396,4.094843,0.939000,5.53
14,4.079788,4.090366,0.949500,5.54
15,4.081183,4.096644,0.932000,5.54
16,4.081118,4.096186,0.953500,5.54
17,4.080627,4.095446,0.928000,5.54
18,4.082726,4.094234,0.930000,5.53
19,4.083883,4.096241,0.961000,5.54
20,4.083718,4.094985,0.936000,5.54
21,4.085889,4.096159,0.939000,5.54
22,4.085790,4.093056,0.945000,5.52
23,4.083175,4.093224,0.945500,5.52
24,4.085165,4.098126,0.908000,5.52
25,4.084376,4.097241,0.925000,5.54
26,4.086886,4.097205,0.931500,5.54
27,4.085359,4.103609,0.906500,5.54
28,4.084348,4.099550,0.908000,5.52
29,4.084027,4.094591,0.937000,5.53
30,4.084684,4.100951,0.909000,5.53
31,4.082083,4.098173,0.914500,5.54
32,4.081572,4.095272,0.919500,5.53
33,4.082996,4.092971,0.942000,5.52
34,4.082519,4.101457,0.946500,5.53
35,4.081562,4.097824,0.930500,5.54
36,4.081143,4.097354,0.925000,5.55
37,4.082606,4.099637,0.893000,5.54
38,4.084890,4.096100,0.933000,5.55
39,4.085681,4.100296,0.912000,5.54
40,4.084096,4.099805,0.921500,5.53
41,4.084808,4.098310,0.941500,5.54
42,4.078900,4.100412,0.924500,5.51
43,4.077961,4.092778,0.948500,5.52
44,4.077920,4.096278,0.940500,5.53
45,4.079903,4.094695,0.944500,5.54
46,4.077784,4.096704,0.930500,5.52
47,4.076302,4.096115,0.935000,5.55
48,4.075678,4.097889,0.934500,5.53
49,4.076567,4.097940,0.924000,5.52
50,4.077257,4.102291,0.892000,5.52
