epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.897944,4.824095,0.509500,6.28
2,4.820482,4.816867,0.509500,4.75
3,4.815502,4.815607,0.509500,4.75
4,4.813644,4.815635,0.509500,4.74
5,4.812699,4.817578,0.509500,4.75
6,4.812179,4.816580,0.509500,4.74
7,4.811845,4.815880,0.509500,4.74
8,4.811728,4.818575,0.509500,4.74
9,4.811625,4.817664,0.509500,4.74
10,4.811475,4.818005,0.509500,4.73
11,4.811329,4.819109,0.509500,4.75
12,4.811503,4.819253,0.486000,4.74
13,4.811226,4.818697,0.492000,4.74
14,4.811108,4.820597,0.479000,4.74
15,4.811125,4.819271,0.495000,4.74
16,4.811184,4.818850,0.497500,4.74
17,4.810983,4.818776,0.500000,4.74
18,4.810896,4.818410,0.500000,4.74
19,4.810903,4.820427,0.487000,4.74
20,4.810884,4.819803,0.493000,4.74
21,4.811073,4.820384,0.475500,4.75
22,4.811027,4.827191,0.463500,4.74
23,4.811068,4.822180,0.476000,4.74
24,4.810939,4.818350,0.494500,4.74
25,4.811064,4.825142,0.486500,4.74
26,4.810946,4.819645,0.493500,4.74
27,4.810897,4.827096,0.497500,4.74
28,4.810987,4.820251,0.500500,4.75
29,4.810850,4.819845,0.493000,4.74
30,4.810706,4.823357,0.495000,4.73
31,4.810735,4.821834,0.495000,4.73
32,4.810987,4.821003,0.492500,4.73
33,4.811207,4.822946,0.488500,4.73
34,4.811166,4.820510,0.498500,4.74
35,4.811103,4.820165,0.494000,4.74
36,4.810971,4.819846,0.496500,4.74
37,4.811092,4.819417,0.490000,4.74
38,4.811023,4.819923,0.495000,4.73
39,4.811042,4.821437,0.492000,4.74
40,4.811046,4.820258,0.492500,4.74
41,4.811121,4.820495,0.500500,4.74
42,4.811120,4.821740,0.497000,4.74
43,4.811102,4.822747,0.489500,4.74
44,4.811139,4.819943,0.497000,4.73
45,4.811226,4.820338,0.492000,4.73
46,4.811011,4.822380,0.496000,4.73
47,4.810877,4.821635,0.491500,4.73
48,4.810913,4.820392,0.501000,4.74
49,4.811081,4.821714,0.493500,4.74
50,4.811340,4.820911,0.493000,4.74
