N_CTX,Triton [FP16] (TFLOPS),Triton [FP8] (TFLOPS)
1024.000000,69.350208,70.380736
2048.000000,94.298117,94.148111
4096.000000,111.985648,112.014013
8192.000000,122.640468,122.607732
16384.000000,128.257027,128.243628
