method,q,num_iter,max_err,sum_err
NR,2.0,47,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,48,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,49,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,50,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,51,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,52,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,53,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,54,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,55,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,56,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,57,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,58,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,59,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,60,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,61,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,62,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,63,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,64,7.275957614183426e-11,1.1920928955078125e-07
BS,2.0,1,0.00016495506861247122,0.5728702545166016
BS,2.0,2,4.980483208782971e-05,0.17527437210083008
BS,2.0,3,8.705072104930878e-06,0.03079378604888916
BS,2.0,4,1.861379132606089e-05,0.06235361099243164
BS,2.0,5,8.951290510594845e-06,0.030280709266662598
BS,2.0,6,4.490895662456751e-06,0.015180528163909912
BS,2.0,7,2.2189051378518343e-06,0.007497727870941162
BS,2.0,8,1.1042284313589334e-06,0.003679633140563965
BS,2.0,9,5.518668331205845e-07,0.0019456148147583008
BS,2.0,10,2.786400727927685e-07,0.0009708404541015625
BS,2.0,11,1.4330726116895676e-07,0.00048613548278808594
BS,2.0,12,7.127528078854084e-08,0.00024175643920898438
BS,2.0,13,3.5244738683104515e-08,0.0001195669174194336
BS,2.0,14,1.7258571460843086e-08,5.8531761169433594e-05
BS,2.0,15,8.440110832452774e-09,2.956390380859375e-05
BS,2.0,16,4.423782229423523e-09,1.519918441772461e-05
BS,2.0,17,2.2118911147117615e-09,7.569789886474609e-06
BS,2.0,18,1.076841726899147e-09,3.7550926208496094e-06
BS,2.0,19,5.529727786779404e-10,1.9073486328125e-06
BS,2.0,20,2.9103830456733704e-10,9.5367431640625e-07
BS,2.0,21,2.0372681319713593e-10,4.76837158203125e-07
BS,2.0,22,1.4551915228366852e-10,3.5762786865234375e-07
BS,2.0,1,0.00016466976376250386,0.5708657503128052
BS,2.0,2,4.951952723786235e-05,0.17398595809936523
BS,2.0,3,8.419767254963517e-06,0.029737472534179688
BS,2.0,4,1.9287108443677425e-05,0.06483960151672363
BS,2.0,5,9.295734344050288e-06,0.03130197525024414
BS,2.0,6,4.5437191147357225e-06,0.015354573726654053
BS,2.0,7,2.271728590130806e-06,0.007702350616455078
BS,2.0,8,1.1251249816268682e-06,0.0038380026817321777
BS,2.0,9,5.548063199967146e-07,0.0019081830978393555
BS,2.0,10,2.710730768740177e-07,0.000947117805480957
BS,2.0,11,1.4330726116895676e-07,0.00048673152923583984
BS,2.0,12,7.162452675402164e-08,0.00024235248565673828
BS,2.0,13,3.5885022953152657e-08,0.00012177228927612305
BS,2.0,14,1.8015271052718163e-08,6.091594696044922e-05
BS,2.0,15,8.993083611130714e-09,3.039836883544922e-05
BS,2.0,16,4.452886059880257e-09,1.5139579772949219e-05
BS,2.0,17,2.270098775625229e-09,7.62939453125e-06
BS,2.0,18,1.1350493878126144e-09,3.814697265625e-06
BS,2.0,20,3.2014213502407074e-10,9.5367431640625e-07
BS,2.0,21,1.7462298274040222e-10,4.76837158203125e-07
BS,2.0,22,1.1641532182693481e-10,3.5762786865234375e-07
BS,2.0,23,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,24,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,25,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,26,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,27,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,28,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,29,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,30,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,31,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,32,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,33,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,34,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,35,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,36,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,37,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,38,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,39,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,40,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,41,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,42,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,43,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,44,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,45,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,46,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,47,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,48,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,49,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,50,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,51,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,52,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,53,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,54,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,55,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,56,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,57,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,58,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,59,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,60,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,61,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,62,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,63,1.0186340659856796e-10,2.384185791015625e-07
BS,2.0,64,1.0186340659856796e-10,2.384185791015625e-07
Triton NR,2.0,1,5.342764779925346e-06,0.017332792282104492
Triton NR,2.0,2,6.746267899870872e-08,0.00021910667419433594
Triton NR,2.0,3,2.6193447411060333e-10,1.7881393432617188e-07
Triton NR,2.0,4,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,5,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,6,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,7,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,8,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,9,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,10,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,11,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,12,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,13,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,14,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,15,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,16,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,17,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,18,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,19,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,20,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,21,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,22,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,23,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,24,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,25,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,26,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,27,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,28,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,29,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,30,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,31,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,32,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,33,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,34,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,35,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,36,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,37,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,38,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,39,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,40,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,41,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,42,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,43,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,44,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,45,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,46,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,47,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,48,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,49,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,50,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,51,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,52,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,53,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,54,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,55,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,56,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,57,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,58,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,59,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,60,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,61,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,62,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,63,2.473825588822365e-10,1.1920928955078125e-07
Triton NR,2.0,64,2.473825588822365e-10,1.1920928955078125e-07
Triton BS,2.0,1,0.00016495512682013214,0.5728702545166016
Triton BS,2.0,2,4.9805035814642906e-05,0.17527461051940918
Triton BS,2.0,3,8.705130312591791e-06,0.03079378604888916
Triton BS,2.0,4,1.861387863755226e-05,0.06235361099243164
Triton BS,2.0,5,8.951203199103475e-06,0.030280709266662598
Triton BS,2.0,6,4.490924766287208e-06,0.015180468559265137
Triton BS,2.0,7,2.2189924493432045e-06,0.007497727870941162
Triton BS,2.0,8,1.1041120160371065e-06,0.0036797523498535156
Triton BS,2.0,9,5.518959369510412e-07,0.0019455552101135254
Triton BS,2.0,10,2.786691766232252e-07,0.0009707808494567871
Triton BS,2.0,11,1.4319084584712982e-07,0.00048613548278808594
Triton BS,2.0,12,7.139169611036777e-08,0.00024175643920898438
Triton BS,2.0,13,3.5157427191734314e-08,0.00011968612670898438
Triton BS,2.0,14,1.720036379992962e-08,5.8650970458984375e-05
Triton BS,2.0,15,8.498318493366241e-09,2.956390380859375e-05
Triton BS,2.0,16,4.423782229423523e-09,1.5079975128173828e-05
Triton BS,2.0,17,2.240994945168495e-09,7.510185241699219e-06
Triton BS,2.0,18,1.2223608791828156e-09,3.5762786865234375e-06
Triton BS,2.0,19,7.566995918750763e-10,1.9073486328125e-06
Triton BS,2.0,20,4.94765117764473e-10,1.0728836059570312e-06
Triton BS,2.0,21,3.7834979593753815e-10,5.960464477539062e-07
Triton BS,2.0,22,3.2014213502407074e-10,3.5762786865234375e-07
Triton BS,2.0,23,2.6193447411060333e-10,2.384185791015625e-07
Triton BS,2.0,24,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,25,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,26,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,27,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,28,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,29,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,30,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,31,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,32,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,33,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,34,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,35,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,36,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,37,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,38,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,39,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,40,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,41,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,42,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,43,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,44,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,45,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,46,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,47,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,48,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,49,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,50,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,51,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,52,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,53,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,54,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,55,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,56,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,57,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,58,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,59,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,60,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,61,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,62,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,63,2.9103830456733704e-10,2.384185791015625e-07
Triton BS,2.0,64,2.9103830456733704e-10,2.384185791015625e-07
NR,4.0,1,0.00261282199062407,1.0883944034576416
NR,4.0,2,0.0005990718491375446,0.2846205234527588
NR,4.0,3,6.834627129137516e-05,0.03607964515686035
NR,4.0,4,1.4762626960873604e-06,0.0007866621017456055
NR,4.0,5,1.1641532182693481e-09,4.76837158203125e-07
NR,4.0,6,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,7,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,8,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,9,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,10,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,11,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,12,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,13,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,14,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,15,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,16,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,17,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,18,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,19,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,20,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,21,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,22,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,23,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,24,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,25,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,26,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,27,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,28,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,29,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,30,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,31,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,32,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,33,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,34,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,35,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,36,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,37,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,38,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,39,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,40,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,41,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,42,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,43,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,44,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,45,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,46,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,47,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,48,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,49,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,50,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,51,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,52,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,53,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,54,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,55,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,56,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,57,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,58,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,59,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,60,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,61,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,62,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,63,9.313225746154785e-10,1.1920928955078125e-07
NR,4.0,64,9.313225746154785e-10,1.1920928955078125e-07
BS,4.0,1,0.056947264820337296,1.7486212253570557
BS,4.0,2,0.006792943924665451,0.4427371025085449
BS,4.0,3,0.0013130903244018555,0.297558069229126
BS,4.0,4,0.0013674362562596798,0.13093280792236328
BS,4.0,5,0.0006330343894660473,0.0675656795501709
BS,4.0,6,0.00021581444889307022,0.032782554626464844
BS,4.0,7,9.109405800700188e-05,0.01600027084350586
BS,4.0,8,0.00010569021105766296,0.007961809635162354
BS,4.0,9,4.971260204911232e-05,0.003923356533050537
BS,4.0,10,2.1491199731826782e-05,0.001904606819152832
BS,4.0,11,7.321592420339584e-06,0.0010048151016235352
BS,4.0,12,2.911314368247986e-06,0.0004956722259521484
BS,4.0,13,3.330875188112259e-06,0.0002536773681640625
BS,4.0,14,1.553911715745926e-06,0.00012612342834472656
BS,4.0,15,6.654299795627594e-07,6.389617919921875e-05
BS,4.0,16,2.2724270820617676e-07,3.1948089599609375e-05
BS,4.0,17,1.0151416063308716e-07,1.5854835510253906e-05
BS,4.0,18,1.103617250919342e-07,7.987022399902344e-06
BS,4.0,19,5.494803190231323e-08,3.933906555175781e-06
BS,4.0,20,2.7474015951156616e-08,2.0265579223632812e-06
BS,4.0,21,1.3504177331924438e-08,1.0728836059570312e-06
BS,4.0,22,6.51925802230835e-09,5.960464477539062e-07
BS,4.0,23,2.7939677238464355e-09,3.5762786865234375e-07
NR,4.0,1,0.0025665885768830776,1.0227766036987305
NR,4.0,2,0.0005496203666552901,0.2608438730239868
NR,4.0,3,6.154878064990044e-05,0.031050801277160645
NR,4.0,4,1.152046024799347e-06,0.0005861520767211914
NR,4.0,5,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,6,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,7,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,8,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,9,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,10,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,11,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,12,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,13,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,14,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,15,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,16,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,17,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,18,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,19,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,20,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,21,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,22,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,23,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,24,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,25,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,26,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,27,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,28,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,29,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,30,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,31,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,32,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,33,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,34,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,35,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,36,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,37,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,38,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,39,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,40,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,41,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,42,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,43,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,44,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,45,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,46,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,47,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,48,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,49,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,50,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,51,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,52,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,53,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,54,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,55,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,56,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,57,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,58,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,59,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,60,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,61,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,62,6.984919309616089e-10,1.7881393432617188e-07
NR,4.0,63,9.313225746154785e-10,2.384185791015625e-07
NR,4.0,64,6.984919309616089e-10,1.7881393432617188e-07
BS,4.0,1,0.05837683379650116,2.361199378967285
BS,4.0,2,0.008222511038184166,0.7059473991394043
BS,4.0,3,0.0025407224893569946,0.3016374111175537
BS,4.0,4,0.0009336224757134914,0.1363677978515625
BS,4.0,5,0.00031203217804431915,0.06242775917053223
BS,4.0,6,0.00019051600247621536,0.033081769943237305
BS,4.0,7,9.24253836274147e-05,0.016265392303466797
BS,4.0,8,4.0725572034716606e-05,0.008010506629943848
BS,4.0,9,1.9529368728399277e-05,0.0039634108543396
BS,4.0,10,1.2094154953956604e-05,0.001960277557373047
BS,4.0,11,5.67152164876461e-06,0.0010118484497070312
BS,4.0,12,2.712709829211235e-06,0.0005019903182983398
BS,4.0,13,1.912470906972885e-06,0.0002472400665283203
BS,4.0,14,8.926726877689362e-07,0.00012087821960449219
BS,4.0,15,3.8277357816696167e-07,6.35385513305664e-05
BS,4.0,16,1.4668330550193787e-07,3.165006637573242e-05
BS,4.0,17,7.194466888904572e-08,1.5854835510253906e-05
BS,4.0,18,6.379559636116028e-08,7.867813110351562e-06
BS,4.0,19,3.166496753692627e-08,4.0531158447265625e-06
BS,4.0,20,1.5832483768463135e-08,2.0265579223632812e-06
BS,4.0,21,7.916241884231567e-09,9.5367431640625e-07
BS,4.0,22,4.190951585769653e-09,5.960464477539062e-07
BS,4.0,23,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,24,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,25,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,26,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,27,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,28,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,29,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,30,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,31,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,32,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,33,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,34,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,35,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,36,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,37,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,38,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,39,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,40,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,41,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,42,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,43,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,44,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,45,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,46,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,47,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,48,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,49,1.862645149230957e-09,3.5762786865234375e-07
BS,4.0,50,1.862645149230957e-09,3.5762786865234375e-07
