method,q,num_iter,max_err,sum_err
NR,1.0,47,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,48,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,49,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,50,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,51,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,52,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,53,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,54,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,55,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,56,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,57,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,58,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,59,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,60,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,61,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,62,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,63,5.820766091346741e-11,1.1920928955078125e-07
NR,1.0,64,5.820766091346741e-11,1.1920928955078125e-07
BS,1.0,1,8.119764970615506e-05,0.3320063352584839
BS,1.0,2,3.469467628747225e-05,0.141882061958313
BS,1.0,3,1.6093486919999123e-05,0.06581723690032959
BS,1.0,4,7.69292819313705e-06,0.03146243095397949
BS,1.0,5,3.6926940083503723e-06,0.015102505683898926
BS,1.0,6,1.739797880873084e-06,0.007115602493286133
BS,1.0,7,7.748603820800781e-07,0.0031690597534179688
BS,1.0,8,2.9520015232264996e-07,0.0012074708938598633
BS,1.0,9,5.611218512058258e-08,0.0002294778823852539
BS,1.0,10,1.1862721294164658e-07,0.0004849433898925781
BS,1.0,11,5.887704901397228e-08,0.00024056434631347656
BS,1.0,12,2.898741513490677e-08,0.00011849403381347656
BS,1.0,13,1.446460373699665e-08,5.91278076171875e-05
BS,1.0,14,7.450580596923828e-09,3.045797348022461e-05
BS,1.0,15,3.725290298461914e-09,1.5139579772949219e-05
BS,1.0,16,1.8917489796876907e-09,7.62939453125e-06
BS,1.0,17,9.604264050722122e-10,3.814697265625e-06
BS,1.0,18,4.94765117764473e-10,1.9073486328125e-06
BS,1.0,19,2.6193447411060333e-10,9.5367431640625e-07
BS,1.0,20,1.6007106751203537e-10,5.960464477539062e-07
BS,1.0,21,1.1641532182693481e-10,3.5762786865234375e-07
BS,1.0,22,8.731149137020111e-11,2.384185791015625e-07
BS,1.0,23,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,24,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,25,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,26,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,27,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,28,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,29,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,30,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,31,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,32,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,33,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,34,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,35,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,36,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,37,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,38,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,39,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,40,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,41,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,42,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,43,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,44,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,45,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,46,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,47,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,48,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,49,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,50,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,51,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,52,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,53,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,54,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,55,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,56,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,57,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,58,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,59,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,60,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,61,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,62,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,63,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,64,7.275957614183426e-11,2.384185791015625e-07
Triton NR,1.0,1,3.4924596548080444e-10,1.3113021850585938e-06
Triton NR,1.0,2,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,3,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,4,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,5,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,6,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,7,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,8,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,9,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,10,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,11,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,12,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,13,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,14,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,15,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,16,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,17,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,18,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,19,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,20,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,21,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,22,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,23,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,24,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,25,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,26,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,27,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,28,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,29,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,30,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,31,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,32,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,33,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,34,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,35,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,36,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,37,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,38,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,39,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,40,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,41,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,42,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,43,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,44,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,45,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,46,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,47,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,48,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,49,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,50,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,51,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,52,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,53,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,54,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,55,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,56,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,57,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,58,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,59,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,60,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,61,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,62,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,63,5.820766091346741e-11,1.1920928955078125e-07
Triton NR,1.0,64,5.820766091346741e-11,1.1920928955078125e-07
Triton BS,1.0,1,8.119764970615506e-05,0.3320063352584839
Triton BS,1.0,2,3.469467628747225e-05,0.141882061958313
Triton BS,1.0,3,1.6093486919999123e-05,0.06581723690032959
Triton BS,1.0,4,7.69292819313705e-06,0.03146243095397949
Triton BS,1.0,5,3.6926940083503723e-06,0.015102505683898926
Triton BS,1.0,6,1.739797880873084e-06,0.007115602493286133
Triton BS,1.0,7,7.748312782496214e-07,0.0031690597534179688
Triton BS,1.0,8,2.9520015232264996e-07,0.0012074708938598633
Triton BS,1.0,9,5.611218512058258e-08,0.0002294778823852539
Triton BS,1.0,10,1.1862721294164658e-07,0.0004849433898925781
Triton BS,1.0,11,5.884794518351555e-08,0.00024056434631347656
Triton BS,1.0,12,2.898741513490677e-08,0.00011849403381347656
Triton BS,1.0,13,1.446460373699665e-08,5.91278076171875e-05
Triton BS,1.0,14,7.508788257837296e-09,3.0517578125e-05
Triton BS,1.0,15,3.7834979593753815e-09,1.52587890625e-05
Triton BS,1.0,16,1.9208528101444244e-09,7.748603820800781e-06
Triton BS,1.0,17,9.89530235528946e-10,3.933906555175781e-06
Triton BS,1.0,18,5.093170329928398e-10,2.0265579223632812e-06
Triton BS,1.0,19,2.9103830456733704e-10,1.0728836059570312e-06
Triton BS,1.0,20,1.4551915228366852e-10,5.960464477539062e-07
Triton BS,1.0,21,1.1641532182693481e-10,3.5762786865234375e-07
Triton BS,1.0,22,8.731149137020111e-11,2.384185791015625e-07
Triton BS,1.0,23,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,24,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,25,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,26,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,27,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,28,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,29,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,30,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,31,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,32,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,33,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,34,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,35,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,36,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,37,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,38,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,39,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,40,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,41,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,42,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,43,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,44,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,45,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,46,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,47,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,48,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,49,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,50,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,51,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,52,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,53,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,54,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,55,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,56,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,57,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,58,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,59,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,60,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,61,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,62,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,63,5.820766091346741e-11,2.384185791015625e-07
Triton BS,1.0,64,5.820766091346741e-11,2.384185791015625e-07
NR,2.0,1,5.342764779925346e-06,0.017332792282104492
NR,2.0,2,6.752088665962219e-08,0.00021922588348388672
NR,2.0,3,8.731149137020111e-11,2.384185791015625e-07
NR,1.0,1,2.9103830456733704e-10,1.1920928955078125e-06
NR,1.0,2,5.820766091346741e-11,2.384185791015625e-07
NR,1.0,4,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,5,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,6,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,7,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,8,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,9,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,10,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,11,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,12,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,13,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,14,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,15,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,16,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,17,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,18,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,19,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,20,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,21,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,22,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,23,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,24,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,25,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,26,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,27,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,28,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,29,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,30,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,31,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,32,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,33,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,34,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,35,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,36,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,37,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,38,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,39,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,40,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,41,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,42,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,43,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,44,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,45,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,46,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,47,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,48,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,49,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,50,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,51,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,52,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,53,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,54,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,55,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,56,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,57,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,58,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,59,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,60,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,61,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,62,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,63,4.3655745685100555e-11,1.1920928955078125e-07
NR,1.0,64,4.3655745685100555e-11,1.1920928955078125e-07
BS,1.0,1,8.119572885334492e-05,0.33199238777160645
BS,1.0,2,3.4692755434662104e-05,0.14187169075012207
BS,1.0,3,1.6091566067188978e-05,0.06580829620361328
BS,1.0,4,7.691007340326905e-06,0.03145408630371094
BS,1.0,5,3.690773155540228e-06,0.015094280242919922
BS,1.0,6,1.7378770280629396e-06,0.0071076154708862305
BS,1.0,7,7.729395292699337e-07,0.003161191940307617
BS,1.0,8,2.9327929951250553e-07,0.001199483871459961
BS,1.0,9,5.416222847998142e-08,0.00022149085998535156
BS,1.0,10,1.1926749721169472e-07,0.0004876852035522461
BS,1.0,11,5.9517333284020424e-08,0.00024330615997314453
BS,1.0,12,2.962769940495491e-08,0.00012123584747314453
BS,1.0,13,1.4813849702477455e-08,6.0558319091796875e-05
BS,1.0,14,7.4214767664670944e-09,3.0279159545898438e-05
BS,1.0,16,1.8917489796876907e-09,7.748603820800781e-06
BS,1.0,17,9.604264050722122e-10,3.933906555175781e-06
BS,1.0,18,4.94765117764473e-10,2.0265579223632812e-06
BS,1.0,20,1.4551915228366852e-10,4.76837158203125e-07
BS,1.0,21,1.0186340659856796e-10,3.5762786865234375e-07
BS,1.0,23,7.275957614183426e-11,2.384185791015625e-07
BS,1.0,24,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,25,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,26,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,27,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,28,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,29,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,30,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,31,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,32,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,33,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,34,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,35,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,36,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,37,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,38,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,39,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,40,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,41,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,42,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,43,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,44,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,45,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,46,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,47,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,48,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,49,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,50,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,51,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,52,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,53,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,54,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,55,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,56,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,57,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,58,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,59,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,60,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,61,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,62,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,63,5.820766091346741e-11,2.384185791015625e-07
BS,1.0,64,5.820766091346741e-11,2.384185791015625e-07
NR,2.0,1,4.338566213846207e-06,0.014377832412719727
NR,2.0,2,4.566390998661518e-08,0.0001513957977294922
NR,2.0,3,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,4,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,5,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,6,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,7,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,8,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,9,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,10,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,11,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,12,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,13,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,14,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,15,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,16,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,17,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,18,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,19,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,20,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,21,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,22,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,23,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,24,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,25,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,26,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,27,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,28,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,29,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,30,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,31,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,32,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,33,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,34,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,35,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,36,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,37,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,38,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,39,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,40,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,41,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,42,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,43,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,44,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,45,7.275957614183426e-11,1.1920928955078125e-07
NR,2.0,46,7.275957614183426e-11,1.1920928955078125e-07
