N_CTX,Triton [FP16] (TFLOPS),Triton [FP8] (TFLOPS)
1024.000000,87.509855,88.743853
2048.000000,97.870216,97.899854
4096.000000,102.877534,102.874452
8192.000000,106.389118,106.337362
16384.000000,108.572699,108.536271
