epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.869295,4.865568,0.000000,1960.36
2,4.864455,4.860760,0.008000,1960.96
3,4.860118,4.859537,0.025000,1960.31
4,4.858661,4.859387,0.060000,1961.71
5,4.857845,4.857817,0.289000,1962.26
6,4.857015,4.857003,0.625000,1961.23
7,4.856421,4.856252,0.983000,1960.85
8,4.855922,4.856062,0.980500,1960.20
9,4.855687,4.855921,0.999000,1959.55
10,4.855587,4.857657,0.924000,1959.88
11,4.855527,4.855671,0.990500,1959.53
12,4.855487,4.856333,0.979500,1959.22
13,4.855808,4.858185,0.971000,1958.95
14,4.855906,4.856032,1.000000,1958.66
15,4.855689,4.856122,0.998500,1958.57
16,4.855777,4.856133,0.953000,1958.23
17,4.855786,4.857131,0.942500,1958.25
18,4.856114,4.857080,0.964000,1958.24
