layer,head_0,head_1,head_2,head_3,head_4,head_5
0,1.5658180713653564,1.5229634046554565,2.254664182662964,2.248190402984619,0.6944080591201782,0.4990767538547516
1,0.01517646573483944,0.0580909438431263,0.1666441112756729,0.011359453201293945,0.048393428325653076,0.21664471924304962
2,0.017443619668483734,0.012423807755112648,0.15417560935020447,0.028539812192320824,0.08906365931034088,0.07490678131580353
3,0.04942142590880394,0.06236985698342323,0.011290919035673141,0.3626475930213928,0.05345410853624344,0.03879418224096298
4,0.05591101944446564,0.08211769908666611,0.09626376628875732,0.019710421562194824,0.08729340136051178,0.02928394079208374
5,0.3129725158214569,0.1871960461139679,0.09926759451627731,0.1454797387123108,0.08484639972448349,0.030584724619984627
