epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.165595,4.159803,0.996000,27.07
2,4.155120,4.159383,0.996000,26.51
3,4.154011,4.158267,0.996000,26.52
4,4.153733,4.156241,1.000000,26.52
5,4.153418,4.156269,1.000000,26.51
6,4.153124,4.156254,0.999000,26.51
7,4.152886,4.157787,0.999500,26.51
8,4.152865,4.157010,1.000000,26.49
9,4.152743,4.156661,0.999500,26.50
10,4.152682,4.156931,1.000000,26.49
11,4.152611,4.158464,1.000000,26.52
12,4.152553,4.158613,0.999500,26.51
13,4.152530,4.158819,0.998500,26.51
14,4.152562,4.158247,1.000000,26.53
15,4.152608,4.156880,1.000000,26.49
16,4.152435,4.156760,0.998000,26.50
17,4.152444,4.157991,0.999000,26.51
18,4.152458,4.158614,0.999000,26.47
19,4.152383,4.157282,1.000000,26.50
20,4.152387,4.157740,1.000000,26.49
21,4.152394,4.158033,1.000000,26.49
22,4.152403,4.157804,1.000000,26.52
23,4.152391,4.159760,0.996000,26.48
24,4.152337,4.159688,0.999500,26.49
25,4.152332,4.157970,1.000000,26.52
26,4.152321,4.156587,1.000000,26.51
27,4.152324,4.156670,1.000000,26.52
28,4.152237,4.156732,1.000000,26.51
29,4.152264,4.159075,1.000000,26.51
30,4.152247,4.154561,1.000000,26.54
