layer,head_0,head_1,head_2,head_3,head_4,head_5
0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,1.0,1.0
5,0.9935970306396484,1.0,1.0,0.9797135591506958,0.9981706142425537,1.0
