epoch,train_loss,val_loss,val_accuracy,epoch_time_s
1,4.165591,4.159934,0.996000,18.21
2,4.154987,4.157880,0.996000,16.75
3,4.153858,4.157692,0.996000,16.76
4,4.153462,4.154827,0.996000,16.74
5,4.153142,4.155168,0.929500,16.73
6,4.152921,4.156060,0.963500,16.72
7,4.152844,4.156204,0.940000,16.72
8,4.152786,4.156993,0.842000,16.73
9,4.152701,4.158019,0.996000,16.72
10,4.152665,4.155611,0.996000,16.70
11,4.152764,4.159524,0.996000,16.74
12,4.152724,4.158317,0.995500,16.70
13,4.152656,4.157818,0.995000,16.70
14,4.152593,4.160817,0.993500,16.75
15,4.152695,4.157395,0.990000,16.71
16,4.152555,4.156832,0.973000,16.71
17,4.152641,4.157270,0.995500,16.73
18,4.152523,4.157818,0.996000,16.72
19,4.152635,4.157816,0.996000,16.70
20,4.152571,4.157886,0.996000,16.71
21,4.152525,4.157297,0.996000,16.73
22,4.152535,4.155389,0.996000,16.70
23,4.152468,4.156090,0.996000,16.70
24,4.152487,4.160145,0.996000,16.73
25,4.152499,4.157532,0.996000,16.70
26,4.152400,4.156500,0.996000,16.70
27,4.152411,4.157465,0.996000,16.72
28,4.152406,4.155062,0.996000,16.70
29,4.152423,4.160039,0.996000,16.70
30,4.152396,4.155454,0.996000,16.71
